1 228.717 241.262
2 6.923 12.951
3 471.793 485.020
4 35.679 45.039
5 2.433 3.443
6 58.780 72.008
7 4.352 20.001
8 4.471 5.852
9 168.740 224.195
10 236.615 301.788
